path,kontras0,dissimilarity0,homogenitas0,entropi0,asm0,energi0,correlation0,kontras45,dissimilarity45,homogenitas45,entropi45,asm45,energi45,correlation45,kontras90,dissimilarity90,homogenitas90,entropi90,asm90,energi90,correlation90,kontras135,dissimilarity135,homogenitas135,entropi135,asm135,energi135,correlation135
Kulit_Ringworm,1268.496644295302,4.974496644295302,0.9804924700228322,0.770496238021894,0.4991572631863429,0.4991572631863429,0.9595034174617426,1578.689023016981,6.190937345164632,0.9757221876938919,0.7885151732158675,0.494617265235789,0.494617265235789,0.9495983202909345,957.7575334444394,3.755911895860547,0.9852711602521385,0.7511951753272674,0.5037938997383689,0.5037938997383689,0.9694223575791014,1525.9684248457277,5.984189901355794,0.9765329495148751,0.7855223539446398,0.49538932862271695,0.49538932862271695,0.9512814932682317
Kulit_Ringworm,1285.9530201342282,5.042953020134228,0.98022401777544,0.7714699582573217,0.4989678663123283,0.4989678663123283,0.9589402852000716,1590.404711499482,6.236881221566596,0.97554201840034,0.7890868242937079,0.49453216211644724,0.49453216211644724,0.9492151845420472,975.3310661681907,3.824827710463493,0.9850009063118108,0.7522346653552059,0.5036179639614929,0.5036179639614929,0.9688557209070014,1543.5419575694789,6.053105715958741,0.9762626955745473,0.7864335562056834,0.4952181160628778,0.4952181160628778,0.9507116063603296
Kulit_Ringworm,1245.221476510067,4.883221476510068,0.9808504063526887,0.7685457307763524,0.5000356980916776,0.5000356980916776,0.9602023294963046,1517.181658483852,5.949731994054322,0.976668076485039,0.7844532683234928,0.4960651351593495,0.4960651351593495,0.9515069544217274,972.4021440475655,3.8133417413630015,0.9850459486351989,0.751573144630245,0.5041223712819429,0.5041223712819429,0.9689195151892155,1569.9022566551057,6.15647943786316,0.9758573146640559,0.7874503228786741,0.49529285265410533,0.49529285265410533,0.9498218678958417
Kulit_Ringworm,1285.9530201342282,5.042953020134228,0.98022401777544,0.7710960019576211,0.4993296638289567,0.4993296638289567,0.9589094192928077,1558.1865681726047,6.110535561461195,0.9760374839576077,0.78691369760804,0.49534210558227826,0.49534210558227826,0.9502089826733175,966.544299806315,3.7903698031620197,0.9851360332819746,0.751323137917042,0.5040875192964365,0.5040875192964365,0.9691145945154039,1587.475789378857,6.225395252466106,0.9755870607237281,0.7885700893276744,0.4949134655206911,0.4949134655206911,0.9492730612949964
Kulit_Ringworm,1245.221476510067,4.883221476510068,0.9808504063526887,0.7685457307763524,0.5000356980916776,0.5000356980916776,0.9602023294963046,1517.181658483852,5.949731994054322,0.976668076485039,0.7844532683234928,0.4960651351593495,0.4960651351593495,0.9515069544217274,972.4021440475655,3.8133417413630015,0.9850459486351989,0.751573144630245,0.5041223712819429,0.5041223712819429,0.9689195151892155,1569.9022566551057,6.15647943786316,0.9758573146640559,0.7874503228786741,0.49529285265410533,0.49529285265410533,0.9498218678958417
Kulit_Ringworm,1192.8523489932886,4.677852348993289,0.9816557630948652,0.7818182597769991,0.4847902586970556,0.4847902586970556,0.9631044756994809,1514.2527363632269,5.9382460249538305,0.976713118808427,0.8005986544901826,0.4802981876068746,0.4802981876068746,0.9531403210515851,1133.4928606819512,4.445070041890005,0.9825686208488613,0.7780632115764963,0.485769547614472,0.485769547614472,0.9649335069731,1268.2232782307103,4.973424620512589,0.9804966739730152,0.786141211108821,0.4839198968684748,0.4839198968684748,0.9607538859097416
Kulit_Ringworm,1175.3959731543625,4.609395973154363,0.9819242153422574,0.7800168231350737,0.4857659144482981,0.4857659144482981,0.963591908870081,1520.1105806044773,5.961217963154813,0.9766230341616513,0.8001798216009399,0.48094784906775745,0.48094784906775745,0.9528893173844329,1151.0663934057025,4.513985856492951,0.9822983669085334,0.77810539024514,0.48653240803212194,0.48653240803212194,0.9643163614143654,1408.8115400207198,5.524751137336156,0.9783346424503934,0.7937324780533466,0.4825823864935016,0.4825823864935016,0.9563386544545518
Kulit_Ringworm,541.1476510067114,2.122147651006711,0.9916779803308413,0.22137042526960168,0.9074069496369034,0.9074069496369034,0.9013263957908378,650.2207107787938,2.5498851403089953,0.9900006042078737,0.22859944318911207,0.9052205387201936,0.9052205387201936,0.8821917880255226,410.0490968875276,1.6080356740687356,0.9936940747256864,0.21426457303216248,0.9088538409638167,0.9088538409638167,0.9257065329890681,591.6422683662898,2.3201657582991757,0.9909014506756328,0.2252611993003569,0.9061041941962369,0.9061041941962369,0.8928051404556557
Kulit_Ringworm,523.6912751677853,2.0536912751677856,0.9919464325782336,0.22075790329196346,0.9074262760936694,0.9074262760936694,0.9047857029827989,644.3628665375434,2.5269132021080134,0.9900906888546498,0.2286993639446097,0.9050626152804538,0.9050626152804538,0.883590798043041,410.0490968875276,1.6080356740687356,0.9936940747256863,0.21468853172861818,0.9086076250159113,0.9086076250159113,0.9259214169364804,591.6422683662898,2.3201657582991757,0.9909014506756328,0.22568960431525692,0.9058579782483316,0.9058579782483316,0.8931151872940647
Kulit_Ringworm,541.1476510067114,2.122147651006711,0.9916779803308413,0.218379820254055,0.9091221036089467,0.9091221036089467,0.8992781003584666,597.5001126075401,2.3431376965001576,0.9908113660288571,0.22258581424515372,0.9077413123488157,0.9077413123488157,0.8894973536969681,439.33831809377955,1.7228953650736452,0.9932436514918066,0.2131277509592329,0.9101348512751979,0.9101348512751979,0.9187480541889472,685.3677762262962,2.687716769514887,0.9894600963272184,0.22753131687746922,0.906416681261536,0.906416681261536,0.8732469645347574
